id	target_txt	checkpoint	prediction
1352  common_voice_sv-SE_20021197	Excuse me, the cell is ringing.	500	That was much aful annything.
706  common_voice_sv-SE_19758219	I never think about age if no one reminds me of it.	-	-
706  common_voice_sv-SE_19758219	I never think about age if no one reminds me of it.	250	You’re not think about there.
706  common_voice_sv-SE_19758219	I never think about age if no one reminds me of it.	50	You an’the the the the the the the the the.
706  common_voice_sv-SE_19758219	I never think about age if no one reminds me of it.	1250	People need to know what is going on.
706  common_voice_sv-SE_19758219	I never think about age if no one reminds me of it.	750	You can’t watch over me all the time.
706  common_voice_sv-SE_19758219	I never think about age if no one reminds me of it.	1000	So I don’t think we will have anymore.
706  common_voice_sv-SE_19758219	I never think about age if no one reminds me of it.	500	We need to know that everyone.
904  common_voice_sv-SE_19589181	To be somewhat fine for a time.	-	-
904  common_voice_sv-SE_19589181	To be somewhat fine for a time.	250	What do you know that?
904  common_voice_sv-SE_19589181	To be somewhat fine for a time.	50	I I tou the the the the the the the the the.
904  common_voice_sv-SE_19589181	To be somewhat fine for a time.	1250	No, I have date tonight.
904  common_voice_sv-SE_19589181	To be somewhat fine for a time.	750	It has been great.
904  common_voice_sv-SE_19589181	To be somewhat fine for a time.	1000	It has been great.
904  common_voice_sv-SE_19589181	To be somewhat fine for a time.	500	That’s what you want first that.
603  common_voice_sv-SE_19354339	A bit more clean activities.	-	-
603  common_voice_sv-SE_19354339	A bit more clean activities.	250	Why do you know that the will that?
603  common_voice_sv-SE_19354339	A bit more clean activities.	50	You an’the the the the the the the the the athe the the the the care be there che the the the the be therere the therere the bere thererererere therererererererere the.
603  common_voice_sv-SE_19354339	A bit more clean activities.	1250	We have to build a model and see if it works.
603  common_voice_sv-SE_19354339	A bit more clean activities.	750	We can’t risk him recognizing you.
603  common_voice_sv-SE_19354339	A bit more clean activities.	1000	We have to build a model and see if it works.
603  common_voice_sv-SE_19354339	A bit more clean activities.	500	I do not even know where it is life.
266  common_voice_sv-SE_19774864	Okay, never mind.	-	-
266  common_voice_sv-SE_19774864	Okay, never mind.	250	What are you going?
266  common_voice_sv-SE_19774864	Okay, never mind.	50	I I an’the tous the the the the the the the.
266  common_voice_sv-SE_19774864	Okay, never mind.	1250	So you knew I went there?
266  common_voice_sv-SE_19774864	Okay, never mind.	750	It is flooding.
266  common_voice_sv-SE_19774864	Okay, never mind.	1000	Do you have a solid line?
266  common_voice_sv-SE_19774864	Okay, never mind.	500	What are you doing here?
759  common_voice_sv-SE_19476015	Don’t ask me what I was doing there, you wouldn’t like it.	-	-
759  common_voice_sv-SE_19476015	Don’t ask me what I was doing there, you wouldn’t like it.	250	You don’t know that the was to that.
759  common_voice_sv-SE_19476015	Don’t ask me what I was doing there, you wouldn’t like it.	50	I I the the toure the the the the the the athe the the therere there be the there the the the the the the be the therere be berere thererererere berererererererere the.
759  common_voice_sv-SE_19476015	Don’t ask me what I was doing there, you wouldn’t like it.	1250	My husband will pick them up at the front desk tomorrow.
759  common_voice_sv-SE_19476015	Don’t ask me what I was doing there, you wouldn’t like it.	750	I am still ovulating and I am fertile.
759  common_voice_sv-SE_19476015	Don’t ask me what I was doing there, you wouldn’t like it.	1000	Why do you think he’s obsessed with you?
759  common_voice_sv-SE_19476015	Don’t ask me what I was doing there, you wouldn’t like it.	500	I don’t want you to stay away, but here.
1386  common_voice_sv-SE_20021386	The rainbow is overrated.	-	-
1386  common_voice_sv-SE_20021386	The rainbow is overrated.	250	What are you going to do?
1386  common_voice_sv-SE_20021386	The rainbow is overrated.	50	I I an’the the the the the the athe the the angoure the the.
1386  common_voice_sv-SE_20021386	The rainbow is overrated.	1250	The wall is not load carry.
1386  common_voice_sv-SE_20021386	The rainbow is overrated.	750	What does it matter?
1386  common_voice_sv-SE_20021386	The rainbow is overrated.	1000	How do you feel today?
1386  common_voice_sv-SE_20021386	The rainbow is overrated.	500	What are you doing here now?
796  common_voice_sv-SE_19624027	May I have the pleasure to pay your drink?	-	-
796  common_voice_sv-SE_19624027	May I have the pleasure to pay your drink?	250	Why do you know that?
796  common_voice_sv-SE_19624027	May I have the pleasure to pay your drink?	50	I I an’the the the the the the athe the the athe the the.
796  common_voice_sv-SE_19624027	May I have the pleasure to pay your drink?	1250	And the financial support ends next year!
796  common_voice_sv-SE_19624027	May I have the pleasure to pay your drink?	750	I have not been seeking atttention.
796  common_voice_sv-SE_19624027	May I have the pleasure to pay your drink?	1000	And I want everyone to look for them.
796  common_voice_sv-SE_19624027	May I have the pleasure to pay your drink?	500	What are you going to do now?
884  common_voice_sv-SE_19589161	You don’t have to.	-	-
884  common_voice_sv-SE_19589161	You don’t have to.	250	What do you know?
884  common_voice_sv-SE_19589161	You don’t have to.	50	I I tou the toure the the the there the the.
884  common_voice_sv-SE_19589161	You don’t have to.	1250	No, I have date tonight.
884  common_voice_sv-SE_19589161	You don’t have to.	750	It’s a strange.
884  common_voice_sv-SE_19589161	You don’t have to.	1000	They are beautiful.
884  common_voice_sv-SE_19589161	You don’t have to.	500	We are going to anything.
666  common_voice_sv-SE_18754047	To hear your messages.	-	-
666  common_voice_sv-SE_18754047	To hear your messages.	250	Why do you know that?
666  common_voice_sv-SE_18754047	To hear your messages.	50	I I tous the the the the the athe the the athe the the the.
666  common_voice_sv-SE_18754047	To hear your messages.	1250	Do you have a solid line?
666  common_voice_sv-SE_18754047	To hear your messages.	750	I have something to do.
666  common_voice_sv-SE_18754047	To hear your messages.	1000	Do you have a solid line?
666  common_voice_sv-SE_18754047	To hear your messages.	500	What are you going to do now, you somen?
74  common_voice_sv-SE_19936037	I’m counting on you.	-	-
74  common_voice_sv-SE_19936037	I’m counting on you.	250	What are you going?
74  common_voice_sv-SE_19936037	I’m counting on you.	50	I I an’the the the the the the athe the the.
74  common_voice_sv-SE_19936037	I’m counting on you.	1250	It is so awkward.
74  common_voice_sv-SE_19936037	I’m counting on you.	750	It is a me.
74  common_voice_sv-SE_19936037	I’m counting on you.	1000	It is so awkward.
74  common_voice_sv-SE_19936037	I’m counting on you.	500	What are you going to do?
634  common_voice_sv-SE_18853592	She reads it!	-	-
634  common_voice_sv-SE_18853592	She reads it!	250	What are you going?
634  common_voice_sv-SE_18853592	She reads it!	50	I I anout the the the the.
634  common_voice_sv-SE_18853592	She reads it!	1250	That’s not true.
634  common_voice_sv-SE_18853592	She reads it!	750	It’s not a problem.
634  common_voice_sv-SE_18853592	She reads it!	1000	That’s no problem.
634  common_voice_sv-SE_18853592	She reads it!	500	What are you going?
841  common_voice_sv-SE_19578957	But she is not the one you think she is.	-	-
841  common_voice_sv-SE_19578957	But she is not the one you think she is.	250	You can’t have to the partion.
841  common_voice_sv-SE_19578957	But she is not the one you think she is.	50	I I an’the the the the the the athe the the athe the the.
841  common_voice_sv-SE_19578957	But she is not the one you think she is.	1250	The message was clear.
841  common_voice_sv-SE_19578957	But she is not the one you think she is.	750	She was above me and started to pull my hair.
841  common_voice_sv-SE_19578957	But she is not the one you think she is.	1000	Maybe he should redeem it.
841  common_voice_sv-SE_19578957	But she is not the one you think she is.	500	You will have a lot anything, but word.
142  common_voice_sv-SE_19020385	No, not at all!	-	-
142  common_voice_sv-SE_19020385	No, not at all!	250	What are you going?
142  common_voice_sv-SE_19020385	No, not at all!	50	I I anout the the the the the athe the.
142  common_voice_sv-SE_19020385	No, not at all!	1250	It’s your father!
142  common_voice_sv-SE_19020385	No, not at all!	750	It’s your father!
142  common_voice_sv-SE_19020385	No, not at all!	1000	It’s your father!
142  common_voice_sv-SE_19020385	No, not at all!	500	What does it matter?
831  common_voice_sv-SE_19575677	We’re idiots if we don’t go!	-	-
831  common_voice_sv-SE_19575677	We’re idiots if we don’t go!	250	What are you going to that?
831  common_voice_sv-SE_19575677	We’re idiots if we don’t go!	50	I I tous the thathe the the the the the the athe the.
831  common_voice_sv-SE_19575677	We’re idiots if we don’t go!	1250	That is my wife.
831  common_voice_sv-SE_19575677	We’re idiots if we don’t go!	750	It could run a water pump.
831  common_voice_sv-SE_19575677	We’re idiots if we don’t go!	1000	That is my life.
831  common_voice_sv-SE_19575677	We’re idiots if we don’t go!	500	That is the seamport and for everyone.
803  common_voice_sv-SE_19624056	Hey, I need to hang up now.	-	-
803  common_voice_sv-SE_19624056	Hey, I need to hang up now.	250	What do you know that?
803  common_voice_sv-SE_19624056	Hey, I need to hang up now.	50	I I an’the the the the the the the the the.
803  common_voice_sv-SE_19624056	Hey, I need to hang up now.	1250	That is the only possibility.
803  common_voice_sv-SE_19624056	Hey, I need to hang up now.	750	I have not been seeking attention.
803  common_voice_sv-SE_19624056	Hey, I need to hang up now.	1000	What is this madness?
803  common_voice_sv-SE_19624056	Hey, I need to hang up now.	500	What are you doing here?
920  common_voice_sv-SE_19932369	There wasn’t much left.	-	-
920  common_voice_sv-SE_19932369	There wasn’t much left.	250	What do you know that?
920  common_voice_sv-SE_19932369	There wasn’t much left.	50	I I tous the thathe the the the the the the the the the.
920  common_voice_sv-SE_19932369	There wasn’t much left.	1250	We have not done anything.
920  common_voice_sv-SE_19932369	There wasn’t much left.	750	This is my life.
920  common_voice_sv-SE_19932369	There wasn’t much left.	1000	That’s no problem.
920  common_voice_sv-SE_19932369	There wasn’t much left.	500	That’s not what I’m something.
916  common_voice_sv-SE_19932354	No, that’s nice.	-	-
916  common_voice_sv-SE_19932354	No, that’s nice.	250	What are you going?
916  common_voice_sv-SE_19932354	No, that’s nice.	50	I I atous the the the the the the the.
916  common_voice_sv-SE_19932354	No, that’s nice.	1250	It’s not problem.
916  common_voice_sv-SE_19932354	No, that’s nice.	750	It’s not a problem.
916  common_voice_sv-SE_19932354	No, that’s nice.	1000	It’s not fair!
916  common_voice_sv-SE_19932354	No, that’s nice.	500	What are you going?
792  common_voice_sv-SE_19623980	You have to be a man now.	-	-
